Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
3693,Polka Cakes & Coffee,1,New Delhi,"Shop 5/27, Near Gurudwara, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1366651,28.650206,"Fast Food, Chinese, Bakery",400,Indian Rupees(Rs.),No,No,1,3.3,17
3694,Pompas Chicken,1,New Delhi,"Shop 14/9, Main Road, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27064716,28.65482831,North Indian,300,Indian Rupees(Rs.),No,No,1,0,1
3695,Pizza Diet,1,New Delhi,"C-2/166, Main Jain Mandir Road, Yamuna Vihar, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.2768961,28.7004582,"Pizza, Fast Food",450,Indian Rupees(Rs.),No,No,1,2.8,6
3696,CHA,1,Gurgaon,"Shop 99, HUDA Market, Sector 32, Near Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.0446703,28.4457809,"Beverages, Fast Food",200,Indian Rupees(Rs.),No,No,1,3.2,7
3697,Buffalo Wild Wings,216,Valdosta,"1553 Baytree Rd., Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.319123,30.846819,Bar Food,25,Dollar($),No,No,2,3.4,98
3698,Melting Food Point,1,New Delhi,"Opposite Gyan Jyoti Public School, Gurgaon Road, Chhawla, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",77.0005841,28.5653143,Chinese,300,Indian Rupees(Rs.),No,No,1,0,0
3699,Rolls Tiger,1,New Delhi,"G-36, PP Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1512576,28.6933978,Fast Food,450,Indian Rupees(Rs.),No,Yes,1,3.4,49
3700,Chini Bowl,1,Gurgaon,"1st Floor, Essel Towers, MG Road, Gurgaon",MG Road,"MG Road, Gurgaon",77.0761927,28.476072,"Chinese, Thai, Japanese, Tibetan",800,Indian Rupees(Rs.),No,No,2,2.8,15
3701,Piyu Fast Food,1,New Delhi,"252, Sant Nagar, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.24957529,28.55550213,Chinese,300,Indian Rupees(Rs.),No,No,1,0,0
3702,Lajawab Chinese Food,1,New Delhi,"A 1/28, Peepal Wala Road, Mohan Garden, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.0391009,28.6210909,"Chinese, North Indian, Fast Food",300,Indian Rupees(Rs.),No,No,1,3,4
3703,Rookery,216,Macon,"543 Cherry St, Macon, GA 31201",Macon,"Macon, Macon",-83.6279,32.8361,"Burger, Desserts, Bar Food",25,Dollar($),No,No,2,4.5,289
3704,The Thai Bowl,216,Waterloo,"624 Sycamore Street, Waterloo, IA 50703",Waterloo,"Waterloo, Waterloo",-92.335769,42.497919,Thai,10,Dollar($),No,No,1,3.5,58
3705,IZU,1,Gurgaon,"15, Upper Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","DLF South Point Mall, Golf Course Road, Gurgaon",77.0990285,28.4481471,"Japanese, Sushi",1100,Indian Rupees(Rs.),Yes,Yes,3,3.4,129
3706,Sahara Restaurant,1,New Delhi,"F-94, Katwaria Sarai, Near Panchayat Ghar, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",77.1863386,28.5418908,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,1,0,3
3707,Rock n Wood Cafe,1,New Delhi,"3/39, Vijay Nagar, New Delhi",Vijay Nagar,"Vijay Nagar, New Delhi",77.201667,28.6899018,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,2,3.4,168
3708,Himalya Chinese,1,New Delhi,"Shop 1, Plot 365, Chand Nagar, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0962302,28.6468527,Chinese,300,Indian Rupees(Rs.),No,No,1,0,1
3709,Chawla's Tandoori Junction,1,New Delhi,"G1,2,3, Metroplex East Mall, Old Radhu Palace,  Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2836758,28.6398892,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,2,0,3
3710,New South Indian & Chinese Foods,1,New Delhi,"Shop 197A, QU, Block, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1406183,28.7129394,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,1,0,2
3711,Kalol- Bar Te Kitchen,1,New Delhi,"J2/6, 2nd Floor, B.K. Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1201029,28.6478609,"North Indian, Mughlai, Chinese",1200,Indian Rupees(Rs.),Yes,No,3,4,60
3712,New York Slice - Express,1,New Delhi,"E-584, Near Savitri Cinema, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2400419,28.540691,"Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,2,3.6,160
3713,Domino's Pizza,1,Noida,"302-A, 3rd Floor, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3255549,28.5675098,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,2,3.2,60
3714,Kowloon Express,1,New Delhi,"Shop 11/12, DDA Market, Mount Kailash, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.2474937,28.5532108,"North Indian, Italian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,Yes,1,3.4,17
3715,Kanha North & South Indian Veg.,1,Gurgaon,"Shop 2, District Shopping Complex, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.10003416,28.42890893,"North Indian, South Indian",200,Indian Rupees(Rs.),No,No,1,0,0
3716,Shri Shyam Ji Ke Mashhoor Chhole Bhature,1,Gurgaon,"C Block, Near Fauji Market, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0811311,28.4532726,Street Food,200,Indian Rupees(Rs.),No,No,1,3.3,26
3717,Shanta Fresh Fish Corner,1,New Delhi,"19/2, Prem Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0965824,28.635497,North Indian,400,Indian Rupees(Rs.),No,No,1,3.1,9
3718,Biryani & Rolls,1,Gurgaon,"947, Sector 17 B, Gurgaon",Sector 17,"Sector 17, Gurgaon",77.0580477,28.4777059,North Indian,400,Indian Rupees(Rs.),No,No,1,0,0
3719,Billu's Hut,1,New Delhi,"G-28, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1496398,28.6936006,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,No,1,3.9,813
3720,Dujal Cafe,1,Gurgaon,"HUDA Market, Opposite Anshu Dairy, Sector 17, Gurgaon",Sector 17,"Sector 17, Gurgaon",77.0608014,28.4776466,Chinese,250,Indian Rupees(Rs.),No,No,1,0,0
3721,Antares,1,Goa,"Small Vagator Beach, Ozran, Vagator, Goa",Vagator,"Vagator, Goa",0,0,Seafood,2000,Indian Rupees(Rs.),No,No,4,4.2,367
3722,Chawla's Tandoori Xpress,1,New Delhi,"2 & 3, DDA Commercial Complex, Road 44, Fountain Chowk, Rani Bagh, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1351688,28.6880009,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,2,2.5,75
3723,ATM Bistro,1,New Delhi,"21, Main Market, Sunder Nagar, New Delhi",Sunder Nagar,"Sunder Nagar, New Delhi",77.2415481,28.601877,European,1000,Indian Rupees(Rs.),Yes,No,3,0,3
3724,Gupta Eating Corner,1,New Delhi,"18, G-1, Vardhman Tower, Commercial Complex, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.2942644,28.6394682,North Indian,200,Indian Rupees(Rs.),No,No,1,0,2
3725,Drepung Loselling,1,New Delhi,"42, New Tibetan Colony, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Majnu ka Tila, New Delhi",77.2283457,28.7033781,"Tibetan, Chinese",400,Indian Rupees(Rs.),No,No,1,0,3
3726,Mama's Boy Restaurant,216,Athens,"197 Oak St, GA 30601",Athens,"Athens, Athens",-83.3654,33.9535,Southern,10,Dollar($),No,No,1,4.5,849
3727,Spicy Duck - Taj Palace Hotel,1,New Delhi,"Taj Palace Hotel, Diplomatic Enclave, Chanakyapuri, New Delhi","The Taj Palace Hotel, Chanakyapuri","The Taj Palace Hotel, Chanakyapuri, New Delhi",77.1702198,28.5948008,Asian,4000,Indian Rupees(Rs.),Yes,No,4,3.5,24
3728,Showstopper,1,New Delhi,"J-2/6, B K Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1199715,28.6475953,"Continental, North Indian, Chinese, Asian",1000,Indian Rupees(Rs.),Yes,No,3,4.1,163
3729,Annapurna Sweet House,1,New Delhi,"38, CSC Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25338604,28.53622797,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,1,3.7,55
3730,Little Chef,1,Kanpur,"15/198- A, Near Civil Court, Civil Lines, Near, Mall Road, Kanpur",Mall Road,"Mall Road, Kanpur",80.351569,26.47775,"North Indian, Fast Food",1000,Indian Rupees(Rs.),No,No,3,4.1,158
3731,Friends N Foods,1,New Delhi,"Pocket SG/5A, LIG DDA Flates, Near Deer Park, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.32285928,28.68393079,Chinese,300,Indian Rupees(Rs.),No,No,1,0,0
3732,Dosa Village,1,New Delhi,"2nd Floor, Food Court, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.106404,28.6426609,South Indian,500,Indian Rupees(Rs.),No,No,2,3.2,36
3733,OMG Tiffinz,1,Gurgaon,"1797, Gate 3, Opposite Block D-10, Sector 52, Ardee City, Gurgaon",Ardee City,"Ardee City, Gurgaon",77.0728605,28.4371161,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,1,0,0
3734,Bern's Steak House,216,Tampa Bay,"1208 S Howard Ave, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.482962,27.931516,"American, Desserts, Steak",70,Dollar($),No,No,4,4.7,3157
3735,Sinyora's,1,New Delhi,"Greater Kailash (GK) 1, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.25337565,28.55668362,Italian,500,Indian Rupees(Rs.),No,Yes,2,4,51
3736,Sardar A Pure Meat Shop,1,New Delhi,"1612, Outram Line. Kingsway Camp, Dr. UP Mukherjee Nagar, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.2088685,28.7011015,"Raw Meats, Fast Food, North Indian",150,Indian Rupees(Rs.),No,No,1,2.9,5
3737,TaypÌÁ,30,BrasÌ_lia,"Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, BrasÌ_lia",Lago Sul,"Lago Sul, BrasÌ_lia",-47.872359,-15.860621,"Peruvian, Latin American",100,Brazilian Real(R$),No,No,4,3.6,5
3738,Angeethi,1,Patna,"101, Gharonda Complex, Jagdeo Path Crossing, Bailey Road, Khajpura, Patna",Khajpura,"Khajpura, Patna",85.074775,25.60662778,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),No,No,3,3.4,45
3739,SOHO South Cafe,216,Savannah,"12 W Liberty St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0939,32.0747,"Cafe, Sandwich, Southern",25,Dollar($),No,No,2,4.3,719
3740,Cafe All-Inn,1,New Delhi,"F-16 B, 1st Floor, Hudson Lane, Opposite NDBL, Vijay Nagar, New Delhi",Vijay Nagar,"Vijay Nagar, New Delhi",77.2047215,28.6935077,"Cafe, Mexican, Italian, North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,3.8,429
3741,Shudh Restaurant,1,Amritsar,"Opposite Gurudwara Saragarhi, Near Dharm Singh Market Chowk, Fuwara, Town Hall, Amritsar",Town Hall,"Town Hall, Amritsar",74.87981389,31.62404722,"North Indian, South Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,2,3.4,44
3742,Echoes Satyaniketan,1,New Delhi,"17, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1671645,28.5876087,"Cafe, Continental, Italian, Mexican, Chinese, American",600,Indian Rupees(Rs.),No,No,2,4.7,1563
3743,Flavours From Heaven,1,New Delhi,"Building 6, Laxmi Garden, Opposite Metro Pillar 337, Near Ramesh Nagar Metro Station, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.136123,28.6541881,"North Indian, Chinese",650,Indian Rupees(Rs.),No,No,2,3.3,12
3744,La Piazza - Hyatt Regency,1,New Delhi,"Hyatt Regency, Bhikaji Cama Place, New Delhi","Hyatt Regency, Bhikaji Cama Place","Hyatt Regency, Bhikaji Cama Place, New Delhi",77.185331,28.56904,Italian,4500,Indian Rupees(Rs.),Yes,No,4,3.9,410
3745,'Ohana,216,Orlando,"1600 Seven Seas Drive, Lake Buena Vista, FL 32830",Disney World Area,"Disney World Area, Orlando",-81.585226,28.405437,Hawaiian,45,Dollar($),No,No,3,4.5,1151
3746,Snack Shack,1,New Delhi,"Opposite Sri Ram International School, Main Dhansa Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9711827,28.6101996,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,1,0,0
3747,Chicago Pizza,1,New Delhi,"47, North Avenue,  Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.12736078,28.66595077,Pizza,600,Indian Rupees(Rs.),No,Yes,2,2.6,10
3748,RPM,1,New Delhi,"40, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16416772,28.55756561,Finger Food,1800,Indian Rupees(Rs.),Yes,No,3,2.4,92
3749,FrenZone,1,New Delhi,"17, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1670746,28.5876001,"North Indian, Chinese, Fast Food, Cafe",800,Indian Rupees(Rs.),Yes,Yes,2,3.9,288
3750,Avec Moi Restaurant and Bar,94,Jakarta,"Gedung PIC, Jl. Teluk Betung 43, Thamrin, Jakarta",Thamrin,"Thamrin, Jakarta",106.821023,-6.19627,"French, Western",350000,Indonesian Rupiah(IDR),No,No,3,4.3,243
3751,Singh's Zaika ,1,New Delhi,"C-9, Community Center, Nimri Colony, Ashok Vihar Phase 4, Near Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1767631,28.6812819,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,No,2,3,4
3752,Bakeyard,1,New Delhi,"26A South Anarkali Extension Opposite Community center, Baldev Park, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",0,0,Bakery,300,Indian Rupees(Rs.),No,No,1,3,6
3753,The Chocolate Avenue,1,New Delhi,"New Moti Bagh, Near Leela Palace Hotel, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1863937,28.5795901,Bakery,300,Indian Rupees(Rs.),No,No,1,3.4,28
3754,Chateau,1,New Delhi,"84, Aurobindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19679244,28.53565508,"Mediterranean, Italian",1600,Indian Rupees(Rs.),Yes,No,3,4,40
3755,Mamma Drools,1,New Delhi,"F-179, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.3151641,28.6784646,North Indian,200,Indian Rupees(Rs.),No,No,1,0,0
3756,Palji Corner,1,New Delhi,"WZ 274/A1, Main Market, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.148368,28.6323154,North Indian,150,Indian Rupees(Rs.),No,No,1,3.3,30
3757,Salt,214,Abu Dhabi,"Inside Mushrif Park, Al Mushrif, Abu Dhabi",Al Mushrif,"Al Mushrif, Abu Dhabi",54.38080709,24.4543119,"Fast Food, Burger",100,Emirati Diram(AED),No,No,3,4.2,228
3758,Alam Biryani,1,New Delhi,"Outside Tamil Sangam Building, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.1784594,28.5642458,Biryani,100,Indian Rupees(Rs.),No,No,1,0,0
3759,Mr. Lobo,1,New Delhi,"Shop 1, Local Shopping Complex, Derawal Nagar,  Phase 4, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1917845,28.6991655,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,1,3,4
3760,Barbeque Nation,214,Dubai,"G1, Villa, Near HQ Fitness, Near Lulu Mall, Barsha 2, Dubai",Barsha 2,"Barsha 2, Dubai",55.215341,25.11338,"Indian, North Indian",150,Emirati Diram(AED),Yes,No,3,4.5,307
3761,Manohar Cakes & Bikaneri,1,New Delhi,"C 28-29, Double Storey, Vijay Nagar, New Delhi",Vijay Nagar,"Vijay Nagar, New Delhi",77.2013137,28.6914552,"Mithai, Fast Food",150,Indian Rupees(Rs.),No,No,1,3.5,18
3762,Hoka-Hoka Japanese Steak & Sushi,216,Gainesville,"617 North Grove Street, Dahlonega, GA 30533",Dahlonega,"Dahlonega, Gainesville",-83.989317,34.541044,"Chinese, Japanese, Thai",10,Dollar($),No,No,1,4.4,267
3763,All About Food,1,New Delhi,"B-70, Opposite Saket City Hospital, Saket, New Delhi",Saket,"Saket, New Delhi",77.213402,28.524625,"Chinese, Asian, Mediterranean, Continental",750,Indian Rupees(Rs.),No,Yes,2,3.9,305
3764,Green Chick Chop,1,New Delhi,"Shop 9, Shopping Complex, DDA Marg, Near Canara Bank, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1750799,28.5554352,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,1,2.9,10
3765,Punjabi Dhaba 61,1,Noida,"8, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3649169,28.5971298,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),Yes,Yes,2,2.6,75
3766,4 Seasons,1,Guwahati,"Opposite Institute of Social Science, Bhuban Road, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",91.75316667,26.19166667,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,1,3.6,142
3767,Chowringhee,1,New Delhi,"1/B-27, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1887382,28.6434531,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,2,2.7,5
3768,The Urban Canteen,1,New Delhi,"Shop 13, BP Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1551135,28.7094671,Fast Food,300,Indian Rupees(Rs.),No,No,1,0,2
3769,Cafe Sante,1,Gurgaon,"Peach Tree Complex, Block C, Phase 1, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0815524,28.4510321,Cafe,1100,Indian Rupees(Rs.),No,No,3,4.3,62
3770,Little Pleasure Restaurant & Cafe,1,New Delhi,"D 223, Shop 58, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2776898,28.6307187,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,2.9,7
3771,Cafe Cones & Curries,1,New Delhi,"Shop 7, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1672543,28.5877965,"Fast Food, North Indian",400,Indian Rupees(Rs.),No,No,1,3.1,6
3772,Amritsari Kulcha,1,New Delhi,"Flat 22, RU Block, Opposite Power House, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1355283,28.7085403,North Indian,100,Indian Rupees(Rs.),No,No,1,3.1,4
3773,South Cafe,1,New Delhi,"125-A, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2104167,28.5602363,South Indian,350,Indian Rupees(Rs.),No,No,1,3.5,95
3774,Nathu's Sweets,1,New Delhi,"2, Main Market, Sunder Nagar, New Delhi",Sunder Nagar,"Sunder Nagar, New Delhi",77.2409086,28.60252,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,Yes,2,3.3,173
3775,Super Star Restaurant,1,New Delhi,"A6, Shiv Ram Park, Nilothi More, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.053748,28.66539,North Indian,150,Indian Rupees(Rs.),No,No,1,0,1
3776,Sandoz,1,New Delhi,"C-159, Naraina Industrial Area, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.1371626,28.6291147,"Chinese, North Indian",600,Indian Rupees(Rs.),No,Yes,2,2.6,32
3777,Shri Gujrat Namkeen Bhandar,1,New Delhi,"3775, Charkhiwalan Gali, Khush Dil, Chawri Bazar, New Delhi",Chawri Bazar,"Chawri Bazar, New Delhi",77.2293345,28.6501776,"Street Food, Mithai",100,Indian Rupees(Rs.),No,No,1,3.6,27
3778,Front Street Brewery,216,Davenport,"208 E River Dr, Davenport, IA 52801",Davenport,"Davenport, Davenport",-90.572418,41.520389,American,10,Dollar($),No,No,1,4.3,123
3779,Hangchuaa's Chinese Food Corner,1,New Delhi,"D-65, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.1989952,28.56062056,Chinese,600,Indian Rupees(Rs.),No,Yes,2,3.1,35
3780,Mashoor Gulati,1,New Delhi,"AJ-64, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1625814,28.7062157,North Indian,600,Indian Rupees(Rs.),No,Yes,2,0,2
3781,Spice Kraft,1,Kolkata,"54/1/2A, Hazra Road, Ballygunge Phari, Near Hazra Law College, Ballygunge, Kolkata",Ballygunge,"Ballygunge, Kolkata",88.3644527,22.5264613,"Continental, Middle Eastern, Asian",1200,Indian Rupees(Rs.),No,No,3,4.8,1424
3782,The Cake Shop,1,New Delhi,"21-22, NWA Market, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.1260133,28.6656307,"Bakery, Fast Food",150,Indian Rupees(Rs.),No,No,1,3.3,42
3783,Pizza Day,1,New Delhi,"Ram Chowk, Sadh Nagar, Palam, New Delhi",Palam,"Palam, New Delhi",77.0961177,28.5942717,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,No,2,0,2
3784,Tequila Express,1,New Delhi,"G-19/20, 1st Floor, Radha Chamber, Community Center, Behind PVR Sonia, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.0752887,28.6397834,"North Indian, Chinese",1150,Indian Rupees(Rs.),Yes,Yes,3,3.4,40
3785,New Radhe Radhe Snacks Corner,1,New Delhi,"Govind Puri, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.24575,28.53103056,North Indian,150,Indian Rupees(Rs.),No,No,1,3.1,9
3786,Desi Zaika,1,New Delhi,"House 85-A, Humayupur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19236042,28.56199193,"North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,2,2.6,83
3787,Prince Fried N Grilled Chicken,1,New Delhi,"Shop 3, Block C, Shivpuri, Main Patparganj Road, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.2776449,28.652892,North Indian,450,Indian Rupees(Rs.),No,No,1,2.7,18
3788,Colours of Biryani,1,New Delhi,"G-6, Ashish Complex 2, New Rajdhani Enclave, Opposite Preet Vihar Metro Station, Vikas Marg, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",0,0,Mughlai,400,Indian Rupees(Rs.),No,No,1,0,0
3789,Bikanervala,1,New Delhi,"A-2/43, 1st Floor, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1227398,28.6485357,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,Indian Rupees(Rs.),No,No,2,3.8,334
3790,Radhe Shyam Dhaba,1,New Delhi,"Main Dhansa Road, Near Nanak Pyaoo, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9638597,28.609072,North Indian,250,Indian Rupees(Rs.),No,No,1,0,0
3791,Cakewalk - Park Plaza,1,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida, Noida",77.3506896,28.6038697,Bakery,500,Indian Rupees(Rs.),No,No,2,3.4,25
3792,R Cafe,1,Noida,"Near Indian National Public School, Sector 20, Noida",Sector 20,"Sector 20, Noida",0,0,South Indian,400,Indian Rupees(Rs.),No,No,1,3,5
3793,Monarch Restaurant - Holiday Inn Jaipur City Centre,1,Jaipur,"Holiday Inn Jaipur City Centre, Commercial Plot 1, Sardar Patel Road, Bais Godam, Jaipur","Holiday Inn Jaipur City Centre, Bais Godam","Holiday Inn Jaipur City Centre, Bais Godam, Jaipur",75.7930067,26.9029402,"North Indian, Chinese, Continental, Rajasthani",2300,Indian Rupees(Rs.),No,No,4,4.5,420
3794,Darjeeling Kanchanjanga Momos,1,Gurgaon,"Shop 2, G Block, Behind Ansal Plaza Mall, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0409296,28.5118498,"Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,1,2.9,4
3795,Vandana Food Corner,1,New Delhi,"100 Feet Road, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.1457079,28.4946506,"Fast Food, North Indian, South Indian",150,Indian Rupees(Rs.),No,No,1,0,0
3796,Eddie's Patisserie,1,Dehradun,"102 Yamuna Colony, Above Punjab National Bank, Chakrata Road, Dehradun",Krishna Nagar,"Krishna Nagar, Dehradun",0,0,Bakery,350,Indian Rupees(Rs.),No,No,2,4.1,64
3797,Qureshi Chicken Corner,1,New Delhi,"Near Ryan International School, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3364154,28.6132677,North Indian,200,Indian Rupees(Rs.),No,No,1,3,6
3798,The Urban Foundry,1,Pune,"1, Balewadi High Street, Cummins India Office Campus, Baner-Balewadi Link Road, Pune","Balewadi High Street, Balewadi","Balewadi High Street, Balewadi, Pune",73.77472289,18.5691562,"North Indian, Asian",1500,Indian Rupees(Rs.),Yes,No,3,4.5,1099
3799,Tawa King,1,New Delhi,"Old Gupta Colony Road, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2027451,28.6949307,North Indian,350,Indian Rupees(Rs.),No,No,1,0,0
3800,Kebab Xpress,1,New Delhi,"N-5, Ground Floor, Opposite Palika Market Gate 5, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2196331,28.6305246,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,2,3.5,321
